t,s
3.75,-2.6948419387607653e-15
3.7600000000000002,0.06279051952931387
3.77,0.1253332335643044
3.7800000000000002,0.18738131458572443
3.79,0.2486898871648542
3.8000000000000003,0.3090169943749465
3.81,0.36812455268467675
3.8200000000000003,0.4257792915650743
3.83,0.48175367410171355
3.84,0.5358267949789947
3.85,0.5877852522924738
3.86,0.6374239897486874
3.87,0.6845471059286887
3.88,0.7289686274214113
3.89,0.7705132427757888
3.9,0.8090169943749469
3.91,0.8443279255020144
3.92,0.8763066800438628
3.93,0.9048270524660201
3.94,0.9297764858882506
3.95,0.9510565162951539
3.96,0.9685831611286312
3.97,0.9822872507286887
3.98,0.9921147013144778
3.99,0.9980267284282716
4.0,1.0
4.01,0.9980267284282717
4.0200000000000005,0.9921147013144775
4.03,0.9822872507286884
4.04,0.9685831611286317
4.05,0.9510565162951544
4.0600000000000005,0.9297764858882512
4.07,0.9048270524660195
4.08,0.8763066800438637
4.09,0.8443279255020154
4.1,0.8090169943749501
4.11,0.7705132427757878
4.12,0.7289686274214127
4.13,0.6845471059286902
4.14,0.6374239897486915
4.15,0.5877852522924725
4.16,0.5358267949789962
4.17,0.4817536741017152
4.18,0.42577929156507616
4.19,0.3681245526846753
4.2,0.3090169943749484
4.21,0.24868988716485615
4.22,0.18738131458572635
4.23,0.12533323356430282
4.24,0.06279051952931229
4.25,-7.354070601250002e-16
4.26,-0.06279051952931021
4.2700000000000005,-0.12533323356430778
4.28,-0.1873813145857243
4.29,-0.2486898871648541
4.3,-0.3090169943749464
4.3100000000000005,-0.3681245526846799
4.32,-0.42577929156507427
4.33,-0.48175367410171344
4.34,-0.5358267949789945
4.3500000000000005,-0.5877852522924737
4.36,-0.63742398974869
4.37,-0.6845471059286887
4.38,-0.7289686274214113
4.39,-0.7705132427757865
4.4,-0.8090169943749489
4.41,-0.8443279255020143
4.42,-0.8763066800438627
4.43,-0.9048270524660186
4.44,-0.9297764858882518
4.45,-0.9510565162951538
4.46,-0.9685831611286312
4.47,-0.982287250728688
4.48,-0.9921147013144782
4.49,-0.9980267284282716
4.5,-1.0
4.51,-0.9980267284282717
4.5200000000000005,-0.9921147013144777
4.53,-0.9822872507286884
4.54,-0.9685831611286317
4.55,-0.9510565162951544
4.5600000000000005,-0.9297764858882513
4.57,-0.9048270524660196
4.58,-0.8763066800438638
4.59,-0.8443279255020155
4.6000000000000005,-0.809016994374946
4.61,-0.7705132427757879
4.62,-0.7289686274214128
4.63,-0.6845471059286903
4.64,-0.6374239897486916
4.65,-0.5877852522924726
4.66,-0.5358267949789963
4.67,-0.4817536741017153
4.68,-0.42577929156507627
4.69,-0.3681245526846754
4.7,-0.3090169943749485
4.71,-0.24868988716485624
4.72,-0.18738131458572646
4.73,-0.12533323356430293
4.74,-0.06279051952931242
4.75,-2.939771298590236e-15
4.76,0.06279051952931008
4.7700000000000005,0.12533323356430767
4.78,0.18738131458572418
4.79,0.248689887164854
4.8,0.3090169943749463
4.8100000000000005,0.3681245526846798
4.82,0.42577929156507416
4.83,0.4817536741017133
4.84,0.5358267949789944
4.8500000000000005,0.5877852522924737
4.86,0.63742398974869
4.87,0.6845471059286886
4.88,0.7289686274214111
4.89,0.7705132427757865
4.9,0.8090169943749488
4.91,0.8443279255020142
4.92,0.8763066800438627
4.93,0.9048270524660186
4.94,0.9297764858882518
4.95,0.9510565162951538
4.96,0.9685831611286312
4.97,0.9822872507286879
4.98,0.9921147013144782
4.99,0.9980267284282716
