t,s
0.91,-0.5358267949789963
0.92,-0.4817536741017153
0.93,-0.4257792915650722
0.9400000000000001,-0.3681245526846778
0.9500000000000001,-0.3090169943749476
0.96,-0.24868988716485535
0.97,-0.18738131458572468
0.98,-0.12533323356430467
0.99,-0.06279051952931326
1.0,-2.4492935982947064e-16
1.01,0.06279051952931276
1.02,0.12533323356430418
1.03,0.1873813145857242
1.04,0.2486898871648549
1.05,0.3090169943749472
1.06,0.36812455268467825
1.07,0.4257792915650726
1.08,0.4817536741017157
1.09,0.5358267949789967
1.1,0.5877852522924737
1.11,0.63742398974869
1.12,0.6845471059286893
1.1300000000000001,0.7289686274214118
1.1400000000000001,0.7705132427757893
1.1500000000000001,0.8090169943749478
1.16,0.8443279255020147
1.17,0.8763066800438631
1.18,0.9048270524660194
1.19,0.9297764858882511
1.2,0.9510565162951534
1.21,0.968583161128631
1.22,0.9822872507286886
1.23,0.9921147013144778
1.24,0.9980267284282716
1.25,1.0
1.26,0.9980267284282716
1.27,0.9921147013144779
1.28,0.9822872507286886
1.29,0.9685831611286311
1.3,0.9510565162951536
1.31,0.9297764858882517
1.32,0.9048270524660192
1.33,0.8763066800438635
1.34,0.8443279255020151
1.35,0.8090169943749477
1.36,0.7705132427757886
1.37,0.728968627421411
1.3800000000000001,0.6845471059286884
1.3900000000000001,0.6374239897486896
1.4000000000000001,0.5877852522924734
1.41,0.5358267949789972
1.42,0.48175367410171616
1.43,0.42577929156507394
1.44,0.368124552684678
1.45,0.3090169943749478
1.46,0.2486898871648555
1.47,0.18738131458572568
1.48,0.1253332335643039
1.49,0.06279051952931337
1.5,3.6739403974420594e-16
1.51,-0.06279051952931265
1.52,-0.12533323356430318
1.53,-0.18738131458572496
1.54,-0.24868988716485474
1.55,-0.30901699437494706
1.56,-0.36812455268467725
1.57,-0.42577929156507327
1.58,-0.4817536741017156
1.59,-0.5358267949789967
1.6,-0.5877852522924728
1.61,-0.6374239897486905
1.62,-0.6845471059286892
1.6300000000000001,-0.7289686274214118
1.6400000000000001,-0.7705132427757891
1.6500000000000001,-0.8090169943749472
1.6600000000000001,-0.8443279255020156
1.67,-0.876306680043863
1.68,-0.9048270524660189
1.69,-0.9297764858882513
1.7,-0.9510565162951534
1.71,-0.968583161128631
1.72,-0.9822872507286885
1.73,-0.9921147013144779
1.74,-0.9980267284282716
1.75,-1.0
1.76,-0.9980267284282716
1.77,-0.992114701314478
1.78,-0.9822872507286886
1.79,-0.9685831611286312
1.8,-0.9510565162951538
1.81,-0.9297764858882517
1.82,-0.9048270524660192
1.83,-0.8763066800438635
1.84,-0.8443279255020152
1.85,-0.8090169943749477
1.86,-0.7705132427757886
1.87,-0.7289686274214111
1.8800000000000001,-0.6845471059286885
1.8900000000000001,-0.6374239897486897
1.9000000000000001,-0.5877852522924735
1.9100000000000001,-0.5358267949789958
1.92,-0.48175367410171627
1.93,-0.42577929156507405
1.94,-0.3681245526846781
1.95,-0.3090169943749479
1.96,-0.2486898871648556
1.97,-0.18738131458572582
1.98,-0.12533323356430404
1.99,-0.0627905195293135
2.0,-4.898587196589413e-16
2.0100000000000002,0.0627905195293143
2.02,0.12533323356430304
2.0300000000000002,0.18738131458572482
2.04,0.24868988716485463
2.05,0.30901699437494523
2.06,0.36812455268467714
2.07,0.42577929156507155
2.08,0.4817536741017155
2.09,0.535826794978995
2.1,0.5877852522924728
2.11,0.6374239897486891
2.12,0.6845471059286891
2.13,0.7289686274214104
2.14,0.7705132427757891
2.15,0.8090169943749471
2.16,0.8443279255020155
2.17,0.876306680043863
2.18,0.9048270524660196
2.19,0.9297764858882513
2.2,0.951056516295154
2.21,0.9685831611286309
2.22,0.9822872507286888
2.23,0.9921147013144779
2.24,0.9980267284282717
2.25,1.0
2.2600000000000002,0.9980267284282716
2.27,0.992114701314478
2.2800000000000002,0.9822872507286886
2.29,0.9685831611286312
2.3000000000000003,0.9510565162951532
2.31,0.9297764858882518
2.32,0.90482705246602
2.33,0.8763066800438635
2.34,0.8443279255020162
2.35,0.8090169943749478
2.36,0.7705132427757898
2.37,0.7289686274214111
2.38,0.68454710592869
2.39,0.63742398974869
2.4,0.5877852522924737
2.41,0.535826794978996
2.42,0.4817536741017165
2.43,0.42577929156507255
2.44,0.3681245526846782
2.45,0.3090169943749463
2.46,0.2486898871648557
2.47,0.18738131458572418
2.48,0.12533323356430415
2.49,0.06279051952931186
2.5,6.123233995736766e-16
2.5100000000000002,-0.06279051952931418
2.52,-0.12533323356430293
2.5300000000000002,-0.1873813145857247
2.54,-0.24868988716485455
2.5500000000000003,-0.3090169943749485
2.56,-0.3681245526846787
2.57,-0.42577929156506983
2.58,-0.4817536741017153
2.59,-0.5358267949789963
2.6,-0.5877852522924726
2.61,-0.6374239897486889
2.62,-0.6845471059286876
2.63,-0.7289686274214104
2.64,-0.7705132427757901
2.65,-0.809016994374946
2.66,-0.8443279255020155
2.67,-0.8763066800438638
2.68,-0.9048270524660196
2.69,-0.9297764858882513
2.7,-0.9510565162951534
2.71,-0.9685831611286309
2.72,-0.982287250728689
2.73,-0.9921147013144777
2.74,-0.9980267284282717
2.75,-1.0
2.7600000000000002,-0.9980267284282716
2.77,-0.9921147013144778
2.7800000000000002,-0.9822872507286887
2.79,-0.9685831611286312
2.8000000000000003,-0.9510565162951538
2.81,-0.9297764858882518
2.82,-0.9048270524660201
2.83,-0.8763066800438645
2.84,-0.8443279255020162
2.85,-0.8090169943749468
2.86,-0.770513242775791
2.87,-0.7289686274214113
2.88,-0.6845471059286887
2.89,-0.63742398974869
2.9,-0.5877852522924737
2.91,-0.5358267949789975
2.92,-0.48175367410171654
2.93,-0.42577929156507105
2.94,-0.3681245526846799
2.95,-0.3090169943749464
2.96,-0.2486898871648541
2.97,-0.1873813145857243
2.98,-0.12533323356430426
2.99,-0.06279051952931375
